-3.620689655172413701e+00,3.620689655172414589e+00,2.413793103448276245e+00
-3.275862068965516904e+00,3.620689655172414589e+00,2.257137018515098958e+00
-2.931034482758620552e+00,3.620689655172414589e+00,2.106207695607991148e+00
-2.586206896551724199e+00,3.620689655172414589e+00,1.962326974873387808e+00
-2.241379310344827402e+00,3.620689655172414589e+00,1.827160753240798519e+00
-1.896551724137930606e+00,3.620689655172414589e+00,1.702785553920852513e+00
-1.551724137931034253e+00,3.620689655172414589e+00,1.591732964315915044e+00
-1.206896551724137900e+00,3.620689655172414589e+00,1.496970934697343658e+00
-8.620689655172411037e-01,3.620689655172414589e+00,1.421760560557814301e+00
-5.172413793103443069e-01,3.620689655172414589e+00,1.369327267813295501e+00
-1.724137931034483984e-01,3.620689655172414589e+00,1.342342804125198796e+00
1.724137931034483984e-01,3.620689655172414589e+00,1.342342804125198796e+00
5.172413793103451951e-01,3.620689655172414589e+00,1.369327267813295501e+00
8.620689655172419918e-01,3.620689655172414589e+00,1.421760560557814301e+00
1.206896551724138789e+00,3.620689655172414589e+00,1.496970934697343880e+00
1.551724137931034697e+00,3.620689655172414589e+00,1.591732964315915266e+00
1.896551724137931494e+00,3.620689655172414589e+00,1.702785553920852735e+00
2.241379310344828291e+00,3.620689655172414589e+00,1.827160753240798741e+00
2.586206896551724199e+00,3.620689655172414589e+00,1.962326974873387808e+00
2.931034482758620996e+00,3.620689655172414589e+00,2.106207695607991592e+00
3.275862068965517793e+00,3.620689655172414589e+00,2.257137018515099847e+00
3.620689655172414589e+00,3.620689655172414589e+00,2.413793103448276689e+00
3.965517241379311386e+00,3.620689655172414589e+00,2.575131013123024726e+00
4.310344827586208183e+00,3.620689655172414589e+00,2.740323938119705094e+00
4.655172413793103203e+00,3.620689655172414589e+00,2.908715145817149850e+00
5.000000000000000000e+00,3.620689655172414589e+00,3.079780069383299956e+00
-5.000000000000000000e+00,3.965517241379311386e+00,3.137320474472685472e+00
-4.655172413793103203e+00,3.965517241379311386e+00,2.969572070733592639e+00
-4.310344827586206407e+00,3.965517241379311386e+00,2.804836852582837103e+00
-3.965517241379310498e+00,3.965517241379311386e+00,2.643678160919540776e+00
-3.620689655172413701e+00,3.965517241379311386e+00,2.486791432756147557e+00
-3.275862068965516904e+00,3.965517241379311386e+00,2.335037902074855509e+00
-2.931034482758620552e+00,3.965517241379311386e+00,2.189485177116583525e+00
-2.586206896551724199e+00,3.965517241379311386e+00,2.051453543244559086e+00
-2.241379310344827402e+00,3.965517241379311386e+00,1.922563627544845222e+00
-1.896551724137930606e+00,3.965517241379311386e+00,1.804775090258189607e+00
-1.551724137931034253e+00,3.965517241379311386e+00,1.700396516541022196e+00
-1.206896551724137900e+00,3.965517241379311386e+00,1.612034882719214357e+00
-8.620689655172411037e-01,3.965517241379311386e+00,1.542445323287857217e+00
-5.172413793103443069e-01,3.965517241379311386e+00,1.494252873563219008e+00
-1.724137931034483984e-01,3.965517241379311386e+00,1.469564114818272760e+00
1.724137931034483984e-01,3.965517241379311386e+00,1.469564114818272760e+00
5.172413793103451951e-01,3.965517241379311386e+00,1.494252873563219008e+00
8.620689655172419918e-01,3.965517241379311386e+00,1.542445323287857439e+00
1.206896551724138789e+00,3.965517241379311386e+00,1.612034882719214579e+00
1.551724137931034697e+00,3.965517241379311386e+00,1.700396516541022196e+00
1.896551724137931494e+00,3.965517241379311386e+00,1.804775090258190051e+00
2.241379310344828291e+00,3.965517241379311386e+00,1.922563627544845666e+00
2.586206896551724199e+00,3.965517241379311386e+00,2.051453543244559086e+00
2.931034482758620996e+00,3.965517241379311386e+00,2.189485177116583969e+00
3.275862068965517793e+00,3.965517241379311386e+00,2.335037902074855953e+00
3.620689655172414589e+00,3.965517241379311386e+00,2.486791432756147557e+00
3.965517241379311386e+00,3.965517241379311386e+00,2.643678160919540776e+00
4.310344827586208183e+00,3.965517241379311386e+00,2.804836852582837992e+00
4.655172413793103203e+00,3.965517241379311386e+00,2.969572070733592639e+00
5.000000000000000000e+00,3.965517241379311386e+00,3.137320474472685472e+00
-5.000000000000000000e+00,4.310344827586208183e+00,3.198911621165429597e+00
-4.655172413793103203e+00,4.310344827586208183e+00,3.034569835044617747e+00
-4.310344827586206407e+00,4.310344827586208183e+00,2.873563218390804863e+00
-3.965517241379310498e+00,4.310344827586208183e+00,2.716484864490256168e+00
-3.620689655172413701e+00,4.310344827586208183e+00,2.564056830593092418e+00
-3.275862068965516904e+00,4.310344827586208183e+00,2.417159035853426285e+00
-2.931034482758620552e+00,4.310344827586208183e+00,2.276862126105785755e+00
-2.586206896551724199e+00,4.310344827586208183e+00,2.144462039900072003e+00
-2.241379310344827402e+00,4.310344827586208183e+00,2.021510994884795576e+00
-1.896551724137930606e+00,4.310344827586208183e+00,1.909834790472249022e+00
-1.551724137931034253e+00,4.310344827586208183e+00,1.811519835372101150e+00
-1.206896551724137900e+00,4.310344827586208183e+00,1.728847090862946745e+00
-8.620689655172411037e-01,4.310344827586208183e+00,1.664149445156385188e+00
-5.172413793103443069e-01,4.310344827586208183e+00,1.619582492691761244e+00
-1.724137931034483984e-01,4.310344827586208183e+00,1.596832642465495500e+00
1.724137931034483984e-01,4.310344827586208183e+00,1.596832642465495500e+00
5.172413793103451951e-01,4.310344827586208183e+00,1.619582492691761244e+00
8.620689655172419918e-01,4.310344827586208183e+00,1.664149445156385410e+00
1.206896551724138789e+00,4.310344827586208183e+00,1.728847090862946745e+00
1.551724137931034697e+00,4.310344827586208183e+00,1.811519835372101594e+00
1.896551724137931494e+00,4.310344827586208183e+00,1.909834790472249244e+00
2.241379310344828291e+00,4.310344827586208183e+00,2.021510994884796020e+00
2.586206896551724199e+00,4.310344827586208183e+00,2.144462039900072003e+00
2.931034482758620996e+00,4.310344827586208183e+00,2.276862126105786199e+00
3.275862068965517793e+00,4.310344827586208183e+00,2.417159035853426730e+00
3.620689655172414589e+00,4.310344827586208183e+00,2.564056830593092862e+00
3.965517241379311386e+00,4.310344827586208183e+00,2.716484864490257056e+00
4.310344827586208183e+00,4.310344827586208183e+00,2.873563218390805751e+00
4.655172413793103203e+00,4.310344827586208183e+00,3.034569835044617747e+00
5.000000000000000000e+00,4.310344827586208183e+00,3.198911621165429597e+00
-5.000000000000000000e+00,4.655172413793103203e+00,3.264324229793322818e+00
-4.655172413793103203e+00,4.655172413793103203e+00,3.103448275862068950e+00
-4.310344827586206407e+00,4.655172413793103203e+00,2.946208188040527975e+00
-3.965517241379310498e+00,4.655172413793103203e+00,2.793218060981486950e+00
-3.620689655172413701e+00,4.655172413793103203e+00,2.645215406672890346e+00
-3.275862068965516904e+00,4.655172413793103203e+00,2.503085080814552832e+00
-2.931034482758620552e+00,4.655172413793103203e+00,2.367884764612393500e+00
-2.586206896551724199e+00,4.655172413793103203e+00,2.240869152306958600e+00
-2.241379310344827402e+00,4.655172413793103203e+00,2.123507433382008980e+00
-1.896551724137930606e+00,4.655172413793103203e+00,2.017485079024553762e+00
-1.551724137931034253e+00,4.655172413793103203e+00,1.924676916039441688e+00
-1.206896551724137900e+00,4.655172413793103203e+00,1.847075900111796676e+00
-8.620689655172411037e-01,4.655172413793103203e+00,1.786664628015799616e+00
-5.172413793103443069e-01,4.655172413793103203e+00,1.745229087490289599e+00
-1.724137931034483984e-01,4.655172413793103203e+00,1.724137931034482873e+00
1.724137931034483984e-01,4.655172413793103203e+00,1.724137931034482873e+00
5.172413793103451951e-01,4.655172413793103203e+00,1.745229087490289599e+00
8.620689655172419918e-01,4.655172413793103203e+00,1.786664628015799838e+00
1.206896551724138789e+00,4.655172413793103203e+00,1.847075900111796898e+00
1.551724137931034697e+00,4.655172413793103203e+00,1.924676916039441688e+00
1.896551724137931494e+00,4.655172413793103203e+00,2.017485079024553762e+00
2.241379310344828291e+00,4.655172413793103203e+00,2.123507433382009424e+00
2.586206896551724199e+00,4.655172413793103203e+00,2.240869152306958600e+00
2.931034482758620996e+00,4.655172413793103203e+00,2.367884764612393944e+00
3.275862068965517793e+00,4.655172413793103203e+00,2.503085080814553276e+00
3.620689655172414589e+00,4.655172413793103203e+00,2.645215406672890790e+00
3.965517241379311386e+00,4.655172413793103203e+00,2.793218060981487394e+00
4.310344827586208183e+00,4.655172413793103203e+00,2.946208188040528864e+00
4.655172413793103203e+00,4.655172413793103203e+00,3.103448275862068950e+00
5.000000000000000000e+00,4.655172413793103203e+00,3.264324229793322818e+00
-5.000000000000000000e+00,5.000000000000000000e+00,3.333333333333333481e+00
-4.655172413793103203e+00,5.000000000000000000e+00,3.175954917004740974e+00
-4.310344827586206407e+00,5.000000000000000000e+00,3.022489225981193073e+00
-3.965517241379310498e+00,5.000000000000000000e+00,2.873563218390804863e+00
-3.620689655172413701e+00,5.000000000000000000e+00,2.729919958825710147e+00
-3.275862068965516904e+00,5.000000000000000000e+00,2.592437724554196077e+00
-2.931034482758620552e+00,5.000000000000000000e+00,2.462148795743026142e+00
-2.586206896551724199e+00,5.000000000000000000e+00,2.340254898863850297e+00
-2.241379310344827402e+00,5.000000000000000000e+00,2.228134253927260389e+00
-1.896551724137930606e+00,5.000000000000000000e+00,2.127332714453019413e+00
-1.551724137931034253e+00,5.000000000000000000e+00,2.039529275355084881e+00
-1.206896551724137900e+00,5.000000000000000000e+00,1.966465818332255200e+00
-8.620689655172411037e-01,5.000000000000000000e+00,1.909834790472248800e+00
-5.172413793103443069e-01,5.000000000000000000e+00,1.871128804149391645e+00
-1.724137931034483984e-01,5.000000000000000000e+00,1.851472397614182475e+00
1.724137931034483984e-01,5.000000000000000000e+00,1.851472397614182475e+00
5.172413793103451951e-01,5.000000000000000000e+00,1.871128804149391645e+00
8.620689655172419918e-01,5.000000000000000000e+00,1.909834790472248800e+00
1.206896551724138789e+00,5.000000000000000000e+00,1.966465818332255422e+00
1.551724137931034697e+00,5.000000000000000000e+00,2.039529275355084881e+00
1.896551724137931494e+00,5.000000000000000000e+00,2.127332714453019857e+00
2.241379310344828291e+00,5.000000000000000000e+00,2.228134253927260389e+00
2.586206896551724199e+00,5.000000000000000000e+00,2.340254898863850297e+00
2.931034482758620996e+00,5.000000000000000000e+00,2.462148795743026142e+00
3.275862068965517793e+00,5.000000000000000000e+00,2.592437724554196521e+00
3.620689655172414589e+00,5.000000000000000000e+00,2.729919958825710591e+00
3.965517241379311386e+00,5.000000000000000000e+00,2.873563218390804863e+00
4.310344827586208183e+00,5.000000000000000000e+00,3.022489225981194405e+00
4.655172413793103203e+00,5.000000000000000000e+00,3.175954917004740974e+00
5.000000000000000000e+00,5.000000000000000000e+00,3.333333333333333481e+00
